0.000000, 1.000100, 0.000100, 0.000100
0.020000, 1.000000, 0.010100, 0.000150
0.040000, 0.999700, 0.020096, 0.000300
0.060000, 0.999200, 0.030087, 0.000550
0.080000, 0.998501, 0.040068, 0.000900
0.100000, 0.997602, 0.050038, 0.001349
0.120000, 0.996503, 0.059992, 0.001898
0.140000, 0.995206, 0.069929, 0.002546
0.160000, 0.993710, 0.079844, 0.003293
0.180000, 0.992016, 0.089736, 0.004139
0.200000, 0.990125, 0.099601, 0.005083
0.220000, 0.988037, 0.109436, 0.006126
0.240000, 0.985752, 0.119238, 0.007266
0.260000, 0.983271, 0.129005, 0.008502
0.280000, 0.980596, 0.138732, 0.009836
0.300000, 0.977726, 0.148419, 0.011266
0.320000, 0.974663, 0.158061, 0.012791
0.340000, 0.971408, 0.167655, 0.014411
0.360000, 0.967961, 0.177200, 0.016126
0.380000, 0.964324, 0.186691, 0.017934
0.400000, 0.960498, 0.196127, 0.019835
0.420000, 0.956484, 0.205503, 0.021828
0.440000, 0.952283, 0.214819, 0.023912
0.460000, 0.947896, 0.224070, 0.026087
0.480000, 0.943324, 0.233254, 0.028351
0.500000, 0.938570, 0.242368, 0.030704
0.520000, 0.933634, 0.251410, 0.033145
0.540000, 0.928518, 0.260377, 0.035672
0.560000, 0.923223, 0.269266, 0.038286
0.580000, 0.917752, 0.278075, 0.040984
0.600000, 0.912105, 0.286801, 0.043765
0.620000, 0.906284, 0.295441, 0.046629
0.640000, 0.900292, 0.303993, 0.049575
0.660000, 0.894129, 0.312455, 0.052600
0.680000, 0.887798, 0.320823, 0.055705
0.700000, 0.881301, 0.329096, 0.058887
0.720000, 0.874639, 0.337270, 0.062146
0.740000, 0.867815, 0.345345, 0.065479
0.760000, 0.860830, 0.353316, 0.068887
0.780000, 0.853687, 0.361183, 0.072367
0.800000, 0.846387, 0.368942, 0.075918
0.820000, 0.838934, 0.376592, 0.079538
0.840000, 0.831328, 0.384129, 0.083227
0.860000, 0.823573, 0.391553, 0.086982
0.880000, 0.815671, 0.398860, 0.090802
0.900000, 0.807624, 0.406050, 0.094686
0.920000, 0.799434, 0.413118, 0.098632
0.940000, 0.791104, 0.420065, 0.102638
0.960000, 0.782636, 0.426887, 0.106704
0.980000, 0.774033, 0.433583, 0.110826
1.000000, 0.765298, 0.440151, 0.115003
1.020000, 0.756432, 0.446588, 0.119235
1.040000, 0.747439, 0.452894, 0.123519
1.060000, 0.738321, 0.459066, 0.127852
1.080000, 0.729081, 0.465103, 0.132235
1.100000, 0.719722, 0.471002, 0.136664
1.120000, 0.710246, 0.476763, 0.141138
1.140000, 0.700656, 0.482384, 0.145656
1.160000, 0.690956, 0.487863, 0.150215
1.180000, 0.681147, 0.493198, 0.154813
1.200000, 0.671233, 0.498389, 0.159449
1.220000, 0.661216, 0.503434, 0.164121
1.240000, 0.651100, 0.508331, 0.168826
1.260000, 0.640888, 0.513079, 0.173564
1.280000, 0.630582, 0.517677, 0.178331
1.300000, 0.620186, 0.522123, 0.183127
1.320000, 0.609702, 0.526417, 0.187948
1.340000, 0.599134, 0.530558, 0.192794
1.360000, 0.588485, 0.534544, 0.197662
1.380000, 0.577758, 0.538374, 0.202550
1.400000, 0.566955, 0.542048, 0.207456
1.420000, 0.556081, 0.545564, 0.212378
1.440000, 0.545138, 0.548921, 0.217314
1.460000, 0.534129, 0.552120, 0.222263
1.480000, 0.523058, 0.555159, 0.227221
1.500000, 0.511928, 0.558037, 0.232188
1.520000, 0.500742, 0.560753, 0.237160
1.540000, 0.489503, 0.563308, 0.242136
1.560000, 0.478214, 0.565700, 0.247114
1.580000, 0.466880, 0.567930, 0.252092
1.600000, 0.455502, 0.569996, 0.257068
1.620000, 0.444085, 0.571898, 0.262039
1.640000, 0.432631, 0.573637, 0.267004
1.660000, 0.421145, 0.575211, 0.271960
1.680000, 0.409628, 0.576620, 0.276906
1.700000, 0.398085, 0.577865, 0.281839
1.720000, 0.386518, 0.578945, 0.286757
1.740000, 0.374932, 0.579860, 0.291659
1.760000, 0.363329, 0.580611, 0.296542
1.780000, 0.351713, 0.581196, 0.301404
